# X0,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Sp1,Sp2,Sp3
1.000000000000000000e+00,8.077956848980376581e-01,5.385304565986918091e-01,2.375869661464816707e-01,3.167826215286422692e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.032741236882646740e-01,5.512665554723384931e-01,2.205066221889353806e-01,4.725141904048615893e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.308141200229885115e-01,3.474362209945355273e-01,5.630862891980403795e-01,1.677278308249481598e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.705411755923673667e-01,3.421128446899833198e-01,6.158031204419699423e-01,2.326367343891886375e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.551928518011776781e-01,3.392895421135725953e-01,5.362963730182276345e-01,1.641723590872125327e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.160942667466478673e-01,5.336000974881928149e-01,2.197176872010205562e-01,3.138824102871722727e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.985796007419846632e-01,3.788906309109069115e-01,5.683359463663603117e-01,2.131259798873851308e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.796488324493954236e-01,5.809148163348436533e-01,2.293084801321751409e-01,4.586169602643502818e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.156264473321344299e-01,3.523084048404354074e-01,5.614915202144439288e-01,2.201927530252721366e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.077952502929945044e-01,3.185078626318475492e-01,6.016259627490452289e-01,1.887454000781318697e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.165389871201643945e-01,3.307103017477682205e-01,5.732311896961315156e-01,2.204735344985121470e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.122836313809655984e-01,5.361071967114372505e-01,2.274394167866703731e-01,3.249134525523862671e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.025125990367244500e-01,5.598925109558542390e-01,2.052939206838132469e-01,1.866308369852847510e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.925517954428570544e-01,3.037507874749372783e-01,6.075015749498745565e-01,2.430006299799498393e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.698687947429833089e-01,3.541396455817722999e-01,5.081134045303690172e-01,1.539737589485966618e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.905251239789963469e-01,3.214513508178086787e-01,6.071858848780830042e-01,2.262065061310505332e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.919878753680462902e-01,3.459939376840231451e-01,5.862675055201502783e-01,2.402735678361271887e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.825805422808448375e-01,3.836179128827670870e-01,4.603414954593205155e-01,1.687918816684175205e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.215572478888829799e-01,3.230853348756192456e-01,5.600145804510733294e-01,2.476987567379747290e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.471419369831229229e-01,3.396099713559649347e-01,5.433759541695438733e-01,1.765971851051017782e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.977820578407535113e-01,5.424917993317123210e-01,2.552902585090411347e-01,6.382256462726028368e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.643498123486223150e-01,3.558180160933241964e-01,5.139593565792459628e-01,1.581413404859218497e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.761140001162655233e-01,5.497474167490213892e-01,3.072117917126884201e-01,3.233808333817773245e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.061047398973130385e-01,3.258944953372213682e-01,5.974732414515725454e-01,1.955366972023328265e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.271258479968130128e-01,2.666128109321647677e-01,6.059382066640107700e-01,1.817814619992032532e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.669389719546461093e-01,5.714447242015010531e-01,2.857223621007505265e-01,6.015207623173695478e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.000302474620596405e-01,5.391508189418229291e-01,2.608794285202368779e-01,3.478392380269824946e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.591654715238995710e-01,3.718361493178283239e-01,5.112747053120139107e-01,1.549317288824284544e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.241525806193215287e-01,3.253439130318691030e-01,5.667281065716429644e-01,2.203942636667500510e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.264745061341077781e-01,4.958847036804646669e-01,2.644718419629145112e-01,3.305898024536431390e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.919350210150537750e-01,3.256164804776723876e-01,6.003553858807084698e-01,2.340368453433269991e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.315439854044734069e-01,2.850171371705740309e-01,5.795348455801672127e-01,2.185131384974400848e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.746707198515325965e-01,3.699807173379372482e-01,5.876164334190768779e-01,2.502810734933104686e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.180311900353678389e-01,5.175299365529878459e-01,2.504177112353166978e-01,1.669451408235444675e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.841749862818121475e-01,5.663486012035309214e-01,2.468699030887185897e-01,5.808703602087497003e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.630185275970008396e-01,3.352657166714094750e-01,5.318007919615460599e-01,1.502915281630456401e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.312246430799820285e-01,3.133819898914209090e-01,5.687302779510972073e-01,2.089213265942805875e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.983702482709741366e-01,5.573528148306801100e-01,2.259538438502756985e-01,3.012717918003676373e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.861902181544977664e-01,3.167031776097681828e-01,6.122928100455518052e-01,2.322489969138300248e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.927679615927916368e-01,3.188931886696977358e-01,6.157937436380370722e-01,1.979337033122262057e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.392346162730675241e-01,3.758820082744410707e-01,5.262348115842175877e-01,1.879410041372205353e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.236600467806032499e-01,3.216266874580459012e-01,5.858200378700121336e-01,1.723000111382388677e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.980479904039342820e-01,3.381169953519057025e-01,5.998849917533810583e-01,1.963259973011065307e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.112086463534661229e-01,5.594542388644593300e-01,1.678362716593378157e-01,2.797271194322296928e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.323961772671147008e-01,3.854716722458498279e-01,5.396603411441898146e-01,1.541886688983399312e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.692307692307692735e-01,3.076923076923077094e-01,5.384615384615384359e-01,1.538461538461538547e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.801093556963544229e-01,5.766025672538271918e-01,2.374245865162817604e-01,5.087669711063180777e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.223296180302092306e-01,3.548285842955413161e-01,5.702602247606914920e-01,1.647418427086441983e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.830792286072525643e-01,3.415396143036262822e-01,5.976943250313460076e-01,2.439568673597330706e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.171814811987382576e-01,3.164035946465021398e-01,5.800732568519206822e-01,2.214825162525515256e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.276615932660223107e-01,2.753314136682246116e-01,5.998291512057750685e-01,1.868320307034381234e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.738111102543789865e-01,5.973278745823276115e-01,2.036345026985207640e-01,5.430253405293887503e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.644423782009608370e-01,2.712537471035667558e-01,5.548372099845683136e-01,1.849457366615227805e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.866747376502838396e-01,3.588340908580242017e-01,4.830458915396479425e-01,1.380131118684708447e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.059779150822927729e-01,5.215151215238365001e-01,2.686593050274309058e-01,7.901744265512675169e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.037727730153805261e-01,5.516087657948690604e-01,2.206435063179476019e-01,3.152050090256394710e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.786744728423063977e-01,5.946241428977613319e-01,1.982080476325870644e-01,2.831543537608387229e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.753002085956333111e-01,2.830461078999931268e-01,5.414795107652042860e-01,1.599825827260830946e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.933340941942108815e-01,3.851856078856726873e-01,5.777784118285090864e-01,1.925928039428363436e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.942894410353187329e-01,5.736534851921746281e-01,1.912178283973915427e-01,5.883625489150509646e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.060061789207179306e-01,2.383916967784242280e-01,6.326548876042796810e-01,2.108849625347598844e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.674169845534856149e-01,3.477358211257981502e-01,5.156082864968730695e-01,1.558815749874267464e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.869910029407435337e-01,5.574519604163600262e-01,2.623303343135812149e-01,3.279129178919765186e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.909649964604158479e-01,5.694947974514994460e-01,2.214701990089164296e-01,3.163859985841663974e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.141412519867053055e-01,2.664706164129497235e-01,6.182118300780433673e-01,1.918588438173237931e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.888947910127370733e-01,5.522263537089159291e-01,2.524463331240758834e-01,9.466737492152844935e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.657831084892456897e-01,6.037905278472898152e-01,2.208989736026670259e-01,1.472659824017780172e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.278519543665409319e-01,3.287073342300507184e-01,5.634982872515155172e-01,2.113118577193183190e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.538774709871312263e-01,3.425072467075448990e-01,6.227404485591725436e-01,2.594751868996552635e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.958988736692162114e-01,3.479494368346081057e-01,5.762912547573195710e-01,2.500886577248745413e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.053330753805038045e-01,5.483118811101302947e-01,2.227517017009904288e-01,3.426949256938314342e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.772909266606612411e-01,5.791579453550025347e-01,2.438559769915800146e-01,3.048199712394750183e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.652185485355420536e-01,3.339135484518728769e-01,5.286964517154654208e-01,1.530437097071084274e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.941774650196997909e-01,3.037026409461186516e-01,6.074052818922373032e-01,2.386235036005218135e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.251229524805618887e-01,5.280786895875596576e-01,1.980295085953348577e-01,3.300491809922247860e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.365989486022554988e-01,3.381109928010352927e-01,5.675434522017378525e-01,1.449047112004437088e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.180311900353678389e-01,5.175299365529878459e-01,2.504177112353166978e-01,1.669451408235444675e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.701748440536646756e-01,3.616816618702317077e-01,5.957109724921463290e-01,2.553047024966341727e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.037351880735529308e-01,5.507074436800269979e-01,2.232597744648757987e-01,2.976796992865010996e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.670110293065677265e-01,3.506336133972881575e-01,5.149931196772669084e-01,1.534022058613135342e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.591170716092960902e-01,3.931141977976712054e-01,4.880038317488332722e-01,1.762236059093008900e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.222502813356185047e-01,5.177131401002041944e-01,2.284028559265606773e-01,6.090742824708285375e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.335094873189085263e-01,3.545295855374724359e-01,5.501321154891813947e-01,1.833773718297271316e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.859185787017702873e-01,5.701762237640295439e-01,2.311525231475795306e-01,6.164067283935454472e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.999703739013986015e-01,3.238668894170650403e-01,5.850498647534077001e-01,2.507356563228890223e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.431482021659326920e-01,3.650552572043177513e-01,5.345451980491795485e-01,1.694899408448618527e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.152493550527451172e-01,4.053079678632222071e-01,5.364370162895588656e-01,1.907331613473987053e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.545734058794258958e-01,3.491309788397343739e-01,5.293276130795973033e-01,1.689343445998714721e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.609385732675535197e-01,4.400352707811940323e-01,2.487155878328488057e-01,5.739590488450356520e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.333788617780354624e-01,3.294890538423057569e-01,5.420626369663739119e-01,2.444596205926784505e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.149140499059414289e-01,3.020763591151865435e-01,5.940835062598668337e-01,2.114534513806305693e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
