# x0,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,q3,q4,q5,q6,q7,q8,q9
1.000000000000000000e+00,0.000000000000000000e+00,7.603305785123964933e-01,2.066666666666666652e-01,2.168674698795180766e-01,3.374233128834355777e-02,1.312292358803986703e-01,3.819444444444444753e-02,7.142857142857142461e-02,1.920474262579526581e+01,2.581395348837210335e+00,4.831460674157302959e-01,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,5.537190082644627420e-01,5.000000000000000000e-01,6.024096385542168988e-03,3.680981595092024106e-02,1.295681063122923748e-01,5.902777777777777624e-02,7.373271889400921653e-02,1.919221129747446852e+01,2.751937984496124923e+00,3.426966292134831504e-01,1.280000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.289256198347107585e-01,2.066666666666666652e-01,1.626506024096385783e-01,1.134969325153374203e-01,8.139534883720930813e-02,1.666666666666666574e-01,3.894009216589861544e-01,1.914844804318489579e+01,2.534883720930233508e+00,2.528089887640449507e-01,1.109999999999999964e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.115702479338842590e-01,1.333333333333333315e-01,2.228915662650602370e-01,1.840490797546012053e-02,4.651162790697674354e-02,9.722222222222222376e-02,2.050691244239631339e-01,1.911162521688838467e+01,2.434108527131783717e+00,3.426966292134831504e-01,1.180000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.619834710743800699e-01,9.999999999999999167e-02,2.469879518072289060e-01,1.978527607361963148e-01,7.308970099667773390e-02,2.760416666666666852e-01,4.193548387096774355e-01,1.922922691343745072e+01,2.511627906976745095e+00,4.382022471910112515e-01,1.019999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,5.454545454545454142e-01,4.833333333333333370e-01,5.421686746987951916e-02,8.435582822085889443e-02,1.943521594684385623e-01,3.125000000000000000e-02,3.917050691244239324e-02,1.921245421245422236e+01,2.596899224806202611e+00,2.752808988764045006e-01,1.080000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.694214876033056649e-01,1.333333333333333315e-01,2.951807228915662717e-01,1.242331288343558188e-01,8.471760797342192673e-02,1.770833333333333426e-01,4.723502304147465525e-01,1.919028340080972583e+01,2.403100775193799166e+00,2.921348314606741492e-01,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.785123966942148366e-01,1.333333333333333315e-01,2.228915662650602370e-01,3.067484662576687102e-02,4.983388704318936907e-02,9.027777777777777624e-02,3.133640552995391459e-01,1.914786967418547192e+01,2.542635658914729202e+00,3.426966292134831504e-01,1.019999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.280991735537189147e-01,2.399999999999999911e-01,2.891566265060240837e-01,2.070552147239263785e-01,6.312292358803986425e-02,1.527777777777777901e-01,2.672811059907834186e-01,1.924426450742241101e+01,2.356589147286822339e+00,2.696629213483145993e-01,9.199999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.619834710743800699e-01,1.466666666666666674e-01,1.445783132530120418e-01,7.515337423312883069e-02,1.528239202657807327e-01,1.041666666666666713e-01,2.834101382488479204e-01,1.918449971081551197e+01,2.348837209302326201e+00,2.584269662921348520e-01,8.599999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.710743801652892415e-01,2.133333333333333470e-01,3.012048192771084598e-01,3.987730061349693128e-02,8.139534883720930813e-02,5.902777777777777624e-02,3.571428571428571508e-01,1.913823019086177979e+01,2.496124031007752819e+00,3.595505617977527990e-01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.785123966942148366e-01,2.066666666666666652e-01,3.132530120481927804e-01,2.607361963190183915e-02,4.817275747508305977e-02,1.736111111111111188e-02,1.405529953917050712e-01,1.912087912087913111e+01,2.379844961240310752e+00,2.415730337078651480e-01,1.040000000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.033057851239668201e-01,1.866666666666666752e-01,2.530120481927710663e-01,2.208588957055214741e-01,6.644518272425249672e-02,1.701388888888888951e-01,3.986175115207373221e-01,1.926739926739927711e+01,2.542635658914729202e+00,4.606741573033707460e-01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,6.280991735537189147e-01,2.866666666666666807e-01,1.867469879518072473e-01,3.220858895705521613e-02,1.146179401993355634e-01,4.513888888888888812e-02,1.705069124423963245e-01,1.919799498746868238e+01,2.527131782945736926e+00,3.033707865168539519e-01,9.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.380165289256197636e-01,1.600000000000000033e-01,1.987951807228915957e-01,1.993865030674846564e-02,5.481727574750831083e-02,8.680555555555555247e-02,2.235023041474654415e-01,1.909774436090226502e+01,2.782945736434109474e+00,2.134831460674157244e-01,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.793388429752065139e-01,2.200000000000000011e-01,1.385542168674698815e-01,7.668711656441717928e-02,8.803986710963454532e-02,1.006944444444444475e-01,2.442396313364055271e-01,1.917447464815887059e+01,2.426356589147287579e+00,2.921348314606741492e-01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.867768595041321644e-01,2.066666666666666652e-01,3.012048192771084598e-01,2.223926380368098088e-01,9.800664451827242885e-02,2.083333333333333218e-02,3.410138248847926490e-01,1.924619240408715015e+01,2.279069767441860961e+00,2.471910112359550493e-01,9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,8.595041322314048715e-01,2.733333333333333171e-01,3.313253012048193447e-01,4.907975460122699501e-02,1.262458471760797285e-01,7.638888888888889506e-02,1.244239631336405555e-01,1.927125506072875538e+01,2.441860465116279855e+00,5.000000000000000000e-01,9.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.950413223140494923e-01,1.666666666666666574e-01,1.686746987951807386e-01,2.208588957055214741e-01,9.136212624584717779e-02,1.909722222222222099e-01,4.723502304147465525e-01,1.925197609408136756e+01,2.418604651162791441e+00,2.134831460674157244e-01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.297520661157024358e-01,1.033333333333333326e-01,1.987951807228915957e-01,2.453987730061349751e-02,4.651162790697674354e-02,4.513888888888888812e-02,1.359447004608294873e-01,1.908135723925198590e+01,2.558139534883721478e+00,4.719101123595505487e-01,1.190000000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.958677685950412806e-01,1.533333333333333492e-01,9.036144578313252962e-02,1.487730061349692989e-01,7.973421926910299884e-02,3.506944444444444198e-01,4.769585253456221086e-01,1.919625988047041787e+01,2.364341085271318477e+00,1.685393258426966245e-01,9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.280991735537189147e-01,1.800000000000000211e-01,3.132530120481927804e-01,4.907975460122699501e-02,7.142857142857142461e-02,9.722222222222222376e-02,3.502304147465437612e-01,1.911104684788896435e+01,2.341085271317830063e+00,2.977528089887640506e-01,1.140000000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.504132231404958109e-01,2.799999999999999711e-01,2.891566265060240837e-01,3.987730061349693128e-02,1.279069767441860517e-01,2.777777777777777624e-02,4.608294930875576206e-02,1.925043377674957767e+01,2.395348837209303028e+00,2.977528089887640506e-01,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.619834710743800699e-01,1.733333333333333393e-01,3.373493975903614772e-01,1.825153374233128845e-01,7.142857142857142461e-02,2.222222222222222099e-01,5.207373271889400579e-01,1.922112974744554847e+01,2.341085271317830063e+00,3.539325842696628976e-01,9.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.115702479338842590e-01,1.399999999999999856e-01,1.807228915662650592e-01,1.211656441717791355e-01,6.478405315614618742e-02,4.861111111111111188e-02,2.718894009216589747e-01,1.916714864083285974e+01,2.294573643410853236e+00,1.910112359550562022e-01,1.040000000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.528925619834710092e-01,2.933333333333333348e-01,2.228915662650602370e-01,8.972392638036809365e-02,5.481727574750831083e-02,9.375000000000000000e-02,2.142857142857142738e-01,1.912473491420860938e+01,2.449612403100775992e+00,3.033707865168539519e-01,1.259999999999999964e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.958677685950412806e-01,1.399999999999999856e-01,2.048192771084337560e-01,3.067484662576687102e-02,6.976744186046512919e-02,2.187500000000000000e-01,2.834101382488479204e-01,1.909620204357047513e+01,2.666666666666667407e+00,2.359550561797752743e-01,1.140000000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.041322314049585529e-01,2.133333333333333470e-01,1.987951807228915957e-01,1.641104294478527292e-01,5.980066445182725260e-02,9.375000000000000000e-02,2.258064516129032195e-01,1.918662039714672574e+01,2.589147286821706029e+00,2.921348314606741492e-01,1.019999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
